rank,run_name,variant_label,state,last_step_any,fid128_best,fid128_step,fid32_best,valid_loss_last,delta_vs_hist_baseline,delta_vs_reg_best,flow_straightness_last,flow_curvature_last,pred_target_var_ratio,router_usage_entropy_last,router_assign_max_frac_last,router_kl_to_gmm_base_last,x0_x1_cosine_last,v_x1_cosine_last,v_x0_cosine_last,x0_x1_mag_ratio
1,tide-routersmooth-bridgeb22-k16-top2-soft075-dir512,"router bridge Beta(2,2)",running,349900.0,7.277482032775879,300000,9.435395240783691,0.45916444063186646,0.3084820327758786,0.13019323348999023,1.1096549227719417,0.020876337726459936,0.6503323187554512,0.9390968680381775,0.140625,0.004600962158292532,0.14530976116657257,0.6327148079872131,-0.6676291823387146,1.0357790641496976
2,tide-routersmooth-sampletopk-ln-drop02-k16-top2-soft075-dir512,"sample_topk source, layer_norm, dropout=0.2",running,349900.0,7.301883220672607,300000,9.57663345336914,0.4576009511947632,0.3328832206726071,0.15459442138671875,1.1098471061348,0.020689328918066782,0.6564742911819964,0.9523561596870422,0.140625,0.007285149302333593,0.16550183296203613,0.6238405108451843,-0.6606405377388,1.0388993880734094
3,tide-routersmooth-temp20-k16-top2-soft075-dir512,target T=2.0,running,349900.0,7.395963668823242,300000,9.612648010253906,0.45619598031044006,0.4269636688232419,0.24867486953735352,1.1102950010458221,0.020856321160502903,0.6430678318046245,0.9391937851905823,0.140625,0.0009429058991372585,0.15415382385253906,0.6306295394897461,-0.6629661321640015,1.0313339586854675
4,tide-routersmooth-temp15-k16-top2-soft075-dir512,target T=1.5,running,349900.0,7.505949020385742,300000,9.712388038635254,0.45731842517852783,0.5369490203857419,0.3586602210998535,1.110597669925836,0.020770401520001917,0.6440131024801123,0.9465208053588867,0.140625,0.000773067120462656,0.18477511405944824,0.6162624359130859,-0.6515213847160339,1.0368496961585885
5,tide-routersmooth-entropyfloor025w005-k16-top2-soft075-dir512,entropy floor=0.25 w=0.05,running,349900.0,7.53273344039917,300000,9.696596145629883,0.454779714345932,0.5637334403991696,0.38544464111328125,1.1109008500947977,0.020694697878378278,0.6493098238201898,0.9457353353500366,0.125,0.0013482044450938702,0.14364558458328247,0.6342895030975342,-0.667652428150177,1.0344373968993352
